,address,unit,beds,baths,built,rent,rentdate,encumbered,status,registered,slug
0,4109 DUQUESNE AVE,4109,1.0,1.0,1940.0,2500.0,2022/10/15,No,Rented,True,4109-duquesne-ave
0,5650 SUMNER WAY,201,2.0,2.0,1968.0,3000.0,2022/09/28,No,Rented,True,5650-sumner-way
0,10839 BARMAN AVE,1,3.0,2.0,1938.0,5500.0,2022/09/27,No,Rented,True,10839-barman-ave
0,4044 HURON AVE,4044 A,1.0,1.0,1931.0,0.0,2022/09/26,No,Vacant,True,4044-huron-ave
0,4044 HURON AVE,4044,2.0,2.0,1931.0,0.0,2022/09/26,No,Vacant,True,4044-huron-ave
0,4060 TILDEN AVE,4058,3.0,2.5,1990.0,5195.0,2022/09/26,No,Rented,True,4060-tilden-ave
0,4044 HURON AVE,4044 B,0.0,1.0,1931.0,0.0,2022/09/26,No,Vacant,True,4044-huron-ave
0,4070 CHARLES AVE,4070,3.0,1.5,1952.0,3700.0,2022/09/23,No,Rented,True,4070-charles-ave
0,10960 ALETTA AVE,1,3.0,1.0,1944.0,1500.0,2022/09/22,No,Rented,True,10960-aletta-ave
0,4037 MADISON AVE,4039,1.0,1.0,1915.0,1047.0,2022/09/22,No,Rented,True,4037-madison-ave
0,4037 MADISON AVE,4039.5,1.0,1.0,1915.0,1350.0,2022/09/22,No,Rented,True,4037-madison-ave
0,4037 MADISON AVE,4037,2.0,1.25,1915.0,2664.0,2022/09/22,No,Rented,True,4037-madison-ave
0,3405 CAROLINE AVE,1,2.0,2.0,1923.0,3095.0,2022/09/19,No,Rented,True,3405-caroline-ave
0,3405 CAROLINE AVE,2,2.0,2.0,1923.0,4195.0,2022/09/19,No,Rented,True,3405-caroline-ave
0,3405 CAROLINE AVE,3,2.0,1.0,1923.0,3200.0,2022/09/19,No,Rented,True,3405-caroline-ave
0,4273 VINTON AVE,4273,3.0,2.0,1939.0,5600.0,2022/09/17,No,Rented,True,4273-vinton-ave
0,1201 RAINTREE CIR,1201,2.0,2.0,1972.0,2200.0,2022/09/17,No,Rented,True,1201-raintree-cir
0,4261 JACKSON AVE,4265,2.0,1.0,1956.0,4500.0,2022/09/17,No,Vacant,True,4261-jackson-ave
0,4261 JACKSON AVE,4263,1.0,1.0,1956.0,3400.0,2022/09/17,No,Vacant,True,4261-jackson-ave
0,4261 JACKSON AVE,4261,1.0,1.0,1956.0,3400.0,2022/09/17,No,Vacant,True,4261-jackson-ave
0,4900 OVERLAND AVE,168,2.0,1.5,1973.0,1895.0,2022/09/17,No,Rented,True,4900-overland-ave
0,11302 SUMMERTIME LN,11302,3.0,2.0,1950.0,2675.0,2022/09/16,No,Rented,True,11302-summertime-ln
0,10878 VENICE BLVD,V3,1.0,1.0,1953.0,1625.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,V1,1.0,1.0,1953.0,1625.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G6,1.0,1.0,1953.0,1905.5,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,V4,1.0,1.0,1953.0,1575.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G5,1.0,1.0,1953.0,1695.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G4,1.0,1.0,1953.0,1775.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,3937 TILDEN AVE,A,2.0,1.0,1944.0,2300.0,2022/09/16,No,Rented,True,3937-tilden-ave
0,3937 TILDEN AVE,B,2.0,1.0,1944.0,2350.0,2022/09/16,No,Rented,True,3937-tilden-ave
0,3937 TILDEN AVE,C,2.0,1.0,1944.0,2450.0,2022/09/16,No,Rented,True,3937-tilden-ave
0,10878 VENICE BLVD,G3,1.0,1.0,1953.0,1625.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,G2,1.0,1.0,1953.0,1846.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,10878 VENICE BLVD,V2,1.0,1.0,1953.0,1975.0,2022/09/16,No,Vacant,True,10878-venice-blvd
0,10878 VENICE BLVD,G1,1.0,1.0,1953.0,1990.0,2022/09/16,No,Rented,True,10878-venice-blvd
0,4387 JASMINE AVE,House,3.0,2.0,1950.0,5185.0,2022/09/16,No,Rented,True,4387-jasmine-ave
0,8910 CARSON ST,8910,2.0,1.0,1922.0,3700.0,2022/09/16,No,Rented,True,8910-carson-st
0,3813 COLLEGE AVE,3815,0.0,1.0,1978.0,700.0,2022/09/15,No,Rented,True,3813-college-ave
0,11185 MCDONALD ST,1,3.0,2.0,1952.0,6318.0,2022/09/15,No,Rented,True,11185-mcdonald-st
0,5317 RAINTREE CIR,5317,2.0,2.0,1970.0,3085.0,2022/09/15,No,Rented,True,5317-raintree-cir
0,6605 GREEN VALLEY CIR,201,2.0,2.0,1970.0,2150.0,2022/09/15,Yes,Rented,True,6605-green-valley-cir
0,3813 COLLEGE AVE,3813,2.0,1.0,1978.0,1965.0,2022/09/15,No,Rented,True,3813-college-ave
0,4143 JACKSON AVE,4143,2.0,2.0,1948.0,3400.0,2022/09/15,No,Rented,True,4143-jackson-ave
0,4143 JACKSON AVE,4145,0.0,1.0,1955.0,1400.0,2022/09/15,No,Rented,True,4143-jackson-ave
0,3813 COLLEGE AVE,3815.5,1.0,1.0,1978.0,2150.0,2022/09/15,No,Rented,True,3813-college-ave
0,3813 COLLEGE AVE,3815.25,2.0,1.0,1978.0,2150.0,2022/09/15,No,Rented,True,3813-college-ave
0,4143 JACKSON AVE,4147,0.0,1.0,1955.0,1700.0,2022/09/15,No,Rented,True,4143-jackson-ave
0,9950 FARRAGUT DR,1,2.0,2.0,1991.0,2000.0,2022/09/15,No,Rented,True,9950-farragut-dr
0,5349 BLANCO WAY,1,3.0,1.5,1952.0,3400.0,2022/09/14,No,Rented,True,5349-blanco-way
0,6625 GREEN VALLEY CIR,308,2.0,2.0,1970.0,2690.0,2022/09/14,No,Rented,True,6625-green-valley-cir
0,5650 SUMNER WAY,105,1.0,1.0,1900.0,1200.0,2022/09/14,No,Rented,True,5650-sumner-way
0,4063 MADISON AVE,4063,1.0,1.0,1928.0,2600.0,2022/09/14,No,Rented,True,4063-madison-ave
0,4915 INDIAN WOOD RD,600,3.0,2.0,1973.0,3529.0,2022/09/14,No,Rented,True,4915-indian-wood-rd
0,6525 GREEN VALLEY CIR,216,3.0,2.0,1970.0,2995.0,2022/09/13,No,Rented,True,6525-green-valley-cir
0,4031 JACKSON AVE,202,2.0,2.0,1987.0,913.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,201,2.0,2.0,1987.0,935.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4149 LA SALLE AVE,4149,1.0,1.0,1952.0,2130.0,2022/09/13,No,Rented,True,4149-la-salle-ave
0,4031 JACKSON AVE,103,2.0,2.0,1987.0,0.0,2022/09/13,Yes,Vacant,True,4031-jackson-ave
0,4031 JACKSON AVE,102,2.0,2.0,1987.0,935.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,101,2.0,2.0,1987.0,935.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,205,2.0,2.0,1987.0,1100.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,204,2.0,2.0,1987.0,935.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,203,2.0,2.0,1987.0,935.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4031 JACKSON AVE,206,2.0,2.0,1987.0,935.0,2022/09/13,Yes,Rented,True,4031-jackson-ave
0,4104 HURON AVE,4104,1.0,1.0,1947.0,0.0,2022/09/13,No,Vacant,True,4104-huron-ave
0,4149 LA SALLE AVE,4151,2.0,1.0,1952.0,2965.0,2022/09/13,No,Rented,True,4149-la-salle-ave
0,4149 LA SALLE AVE,4151.5,1.0,1.0,1952.0,1989.0,2022/09/13,No,Rented,True,4149-la-salle-ave
0,10716 NORTHGATE ST,1,2.0,1.0,1948.0,2368.0,2022/09/13,No,Rented,True,10716-northgate-st
0,4075 LA SALLE AVE,B,1.0,1.0,1939.0,2100.0,2022/09/12,No,Rented,True,4075-la-salle-ave
0,3534 SCHAEFER ST,2,3.0,2.0,1978.0,3600.0,2022/09/12,No,Rented,True,3534-schaefer-st
0,4269 REVERE PL,4269,2.0,1.0,1952.0,1975.0,2022/09/12,No,Rented,True,4269-revere-pl
0,3590 SCHAEFER ST,3590,1.0,1.0,1927.0,2250.0,2022/09/12,No,Rented,True,3590-schaefer-st
0,4041 WADE ST,2,4.0,4.0,1987.0,5500.0,2022/09/12,No,Rented,True,4041-wade-st
0,4068 LAFAYETTE PL,C,2.0,1.0,1926.0,4250.0,2022/09/12,No,Rented,True,4068-lafayette-pl
0,4068 LAFAYETTE PL,B,2.0,2.0,1926.0,3400.0,2022/09/12,No,Rented,True,4068-lafayette-pl
0,4265 REVERE PL,4267,2.0,1.0,1952.0,3255.0,2022/09/12,No,Rented,True,4265-revere-pl
0,4068 LAFAYETTE PL,A,2.0,1.0,1926.0,4150.0,2022/09/12,No,Rented,True,4068-lafayette-pl
0,6365 GREEN VALLEY CIR,123,2.0,2.0,1973.0,3000.0,2022/09/12,No,Rented,True,6365-green-valley-cir
0,4075 LA SALLE AVE,D,1.0,1.0,1941.0,2200.0,2022/09/12,No,Rented,True,4075-la-salle-ave
0,4041 WADE ST,1,3.0,2.0,1938.0,2500.0,2022/09/12,No,Rented,True,4041-wade-st
0,4041 WADE ST,3,3.0,3.0,1987.0,4725.0,2022/09/12,No,Rented,True,4041-wade-st
0,4925 INDIAN WOOD RD,477,1.0,1.0,1974.0,1600.0,2022/09/12,No,Rented,True,4925-indian-wood-rd
0,4075 LA SALLE AVE,C,1.0,1.0,1939.0,2500.0,2022/09/12,No,Vacant,True,4075-la-salle-ave
0,11309 SUMMERTIME LN,11309,1.0,1.0,1972.0,2150.0,2022/09/12,No,Rented,True,11309-summertime-ln
0,4145 LAFAYETTE PL,4145,3.0,2.0,1932.0,5350.0,2022/09/12,No,Rented,True,4145-lafayette-pl
0,4041 WADE ST,4,3.0,3.0,1987.0,4850.0,2022/09/12,No,Rented,True,4041-wade-st
0,4041 WADE ST,5,3.0,3.0,1987.0,4950.0,2022/09/12,No,Rented,True,4041-wade-st
0,4265 REVERE PL,4265,2.0,1.0,1952.0,3255.0,2022/09/12,No,Rented,True,4265-revere-pl
0,3534 SCHAEFER ST,1,3.0,2.0,1978.0,3600.0,2022/09/12,No,Rented,True,3534-schaefer-st
0,5215 SEPULVEDA BLVD,16D,3.0,2.5,1964.0,4000.0,2022/09/12,No,Rented,True,5215-sepulveda-blvd
0,3530 SCHAEFER ST,A,3.0,2.0,1974.0,3362.78,2022/09/12,No,Rented,True,3530-schaefer-st
0,12022-12024 WASHINGTON BLVD,12024-3,0.0,1.0,1947.0,799.0,2022/09/12,No,Rented,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12022-1,0.0,1.0,1947.0,844.0,2022/09/12,No,Rented,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12022-4,0.0,1.0,1947.0,1725.0,2022/09/12,No,Vacant,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12024-4,0.0,1.0,1947.0,0.0,2022/09/12,No,Vacant,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12024-1,0.0,1.0,1947.0,1725.0,2022/09/12,No,Vacant,True,12022-12024-washington-blvd
0,3583 WESLEY ST,1,2.0,1.0,1940.0,4200.0,2022/09/12,No,Rented,True,3583-wesley-st
0,12022-12024 WASHINGTON BLVD,12022-3,0.0,1.0,1947.0,1725.0,2022/09/12,No,Vacant,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12024-2,0.0,1.0,1947.0,1725.0,2022/09/12,No,Vacant,True,12022-12024-washington-blvd
0,12022-12024 WASHINGTON BLVD,12022-2,0.0,1.0,1947.0,697.0,2022/09/12,No,Rented,True,12022-12024-washington-blvd
0,5215 SEPULVEDA BLVD,13D,3.0,2.25,1972.0,2800.0,2022/09/06,No,Rented,True,5215-sepulveda-blvd
0,5380 BLANCO WAY,1,3.0,2.0,1953.0,4500.0,2022/09/05,No,Rented,True,5380-blanco-way
0,13203 WASHINGTON BLVD,13203.5,2.0,1.0,1958.0,3295.0,2022/09/04,No,Rented,True,13203-washington-blvd
0,13203 WASHINGTON BLVD,13205.5,2.0,1.0,1958.0,3295.0,2022/09/04,No,Rented,True,13203-washington-blvd
0,5304 KINSTON AVE,5304,2.0,1.0,1951.0,2695.0,2022/09/03,No,Rented,True,5304-kinston-ave
0,3842 PROSPECT AVE,4,2.0,2.0,1967.0,2200.0,2022/09/02,No,Rented,True,3842-prospect-ave
0,3842 PROSPECT AVE,5,3.0,2.0,1967.0,3300.0,2022/09/02,No,Vacant,True,3842-prospect-ave
0,6275 CANTERBURY DR,107,2.0,2.0,1976.0,1225.0,2022/09/02,No,Rented,True,6275-canterbury-dr
0,3842 PROSPECT AVE,6,3.0,2.0,1967.0,3000.0,2022/09/02,No,Rented,True,3842-prospect-ave
0,3937 WALGROVE AVE,3937,2.0,1.0,1930.0,2250.0,2022/09/02,No,Rented,True,3937-walgrove-ave
0,3842 PROSPECT AVE,2,3.0,2.0,1967.0,2699.0,2022/09/02,No,Rented,True,3842-prospect-ave
0,3842 PROSPECT AVE,3,2.0,2.0,1967.0,2295.0,2022/09/02,No,Rented,True,3842-prospect-ave
0,3842 PROSPECT AVE,1a,0.0,1.0,1967.0,1400.0,2022/09/02,No,Rented,True,3842-prospect-ave
0,3937 WALGROVE AVE,3937.5,1.0,1.0,1930.0,610.0,2022/09/02,No,Rented,True,3937-walgrove-ave
0,3842 PROSPECT AVE,1,3.0,2.0,1967.0,2920.0,2022/09/02,No,Rented,True,3842-prospect-ave
0,3937 WALGROVE AVE,A,0.0,1.0,1930.0,0.0,2022/09/02,No,Vacant,True,3937-walgrove-ave
0,3988 CENTINELA AVE,D,2.0,1.0,1950.0,1995.0,2022/09/02,No,Rented,True,3988-centinela-ave
0,3988 CENTINELA AVE,C,2.0,1.0,1950.0,1975.0,2022/09/02,No,Rented,True,3988-centinela-ave
0,3937 WALGROVE AVE,B,0.0,1.0,1930.0,1680.0,2022/09/02,No,Rented,True,3937-walgrove-ave
0,3988 CENTINELA AVE,B,2.0,1.0,1950.0,1995.0,2022/09/02,No,Rented,True,3988-centinela-ave
0,3988 CENTINELA AVE,A,2.0,1.0,1950.0,1995.0,2022/09/02,No,Rented,True,3988-centinela-ave
0,3348 FAY AVE,house,2.0,1.0,1930.0,4000.0,2022/09/01,No,Vacant,True,3348-fay-ave
0,3980 CENTINELA AVE,D,2.0,1.0,1950.0,1925.0,2022/09/01,No,Rented,True,3980-centinela-ave
0,3980 CENTINELA AVE,C,2.0,1.0,1950.0,1975.0,2022/09/01,No,Rented,True,3980-centinela-ave
0,10494 CULVER BLVD,10494- B,2.0,1.0,1956.0,1835.0,2022/09/01,No,Rented,True,10494-culver-blvd
0,3980 CENTINELA AVE,B,2.0,1.0,1950.0,2225.0,2022/09/01,No,Rented,True,3980-centinela-ave
0,3980 CENTINELA AVE,A,2.0,1.0,1950.0,2150.0,2022/09/01,No,Rented,True,3980-centinela-ave
0,5951 CANTERBURY DR,4,2.0,2.0,1966.0,2775.0,2022/08/31,No,Rented,True,5951-canterbury-dr
0,4154 INCE BLVD,4168,1.0,1.0,1928.0,1487.0,2022/08/31,No,Rented,True,4154-ince-blvd
0,4154 INCE BLVD,4166,1.0,1.0,1928.0,1950.0,2022/08/31,No,Rented,True,4154-ince-blvd
0,4154 INCE BLVD,4162,1.0,1.0,1928.0,1833.0,2022/08/31,No,Rented,True,4154-ince-blvd
0,4154 INCE BLVD,4158,1.0,1.0,1928.0,1430.0,2022/08/31,No,Rented,True,4154-ince-blvd
0,4154 INCE BLVD,4154,1.0,1.0,1928.0,1352.0,2022/08/31,No,Rented,True,4154-ince-blvd
0,5651 SUMNER WAY,216,2.0,2.0,1968.0,0.0,2022/08/31,No,Vacant,True,5651-sumner-way
0,4204 LA SALLE AVE,1,2.0,1.0,1949.0,2316.0,2022/08/31,No,Rented,True,4204-la-salle-ave
0,10742 GALVIN ST,10742,2.0,1.0,1948.0,2076.0,2022/08/31,No,Rented,True,10742-galvin-st
0,10740 GALVIN ST,10740,2.0,1.0,1948.0,3995.0,2022/08/31,No,Rented,True,10740-galvin-st
0,10762 GALVIN ST,10762,2.0,1.0,1948.0,2302.65,2022/08/31,No,Rented,True,10762-galvin-st
0,4204 LA SALLE AVE,2,3.0,2.0,1949.0,3793.0,2022/08/31,No,Rented,True,4204-la-salle-ave
0,5588 KINSTON AVE,5594,2.0,1.0,1951.0,2200.0,2022/08/30,No,Rented,True,5588-kinston-ave
0,4120 TILDEN AVE,2,5.0,4.0,1942.0,3900.0,2022/08/30,No,Rented,True,4120-tilden-ave
0,5588 KINSTON AVE,5588,2.0,1.0,1951.0,2550.0,2022/08/30,No,Rented,True,5588-kinston-ave
0,4904 MAYTIME LN,4904,2.0,2.0,1973.0,0.0,2022/08/30,No,Rented,True,4904-maytime-ln
0,5588 KINSTON AVE,5590,2.0,1.0,1951.0,2350.0,2022/08/30,No,Rented,True,5588-kinston-ave
0,3544 SCHAEFER ST.,3544- 1,2.0,1.0,1962.0,3395.0,2022/08/30,No,Rented,True,3544-schaefer-st
0,5116 RAINTREE CIR,5116,1.0,1.0,1971.0,2000.0,2022/08/30,No,Rented,True,5116-raintree-cir
0,3872 TILDEN AVE,3874,2.0,1.0,1949.0,2125.0,2022/08/30,No,Rented,True,3872-tilden-ave
0,5588 KINSTON AVE,5592,2.0,1.0,1951.0,2018.0,2022/08/30,No,Rented,True,5588-kinston-ave
0,3872 TILDEN AVE,3872,2.0,1.0,1949.0,2800.0,2022/08/30,No,Rented,True,3872-tilden-ave
0,4351 LE BOURGET AVE,1,4.0,2.5,1952.0,5250.0,2022/08/30,No,Rented,True,4351-le-bourget-ave
0,5582 KINSTON AVE,5580,2.0,1.0,1951.0,1995.0,2022/08/29,No,Rented,True,5582-kinston-ave
0,11368 WASHINGTON PL,C,2.0,1.0,1950.0,1365.0,2022/08/29,No,Rented,True,11368-washington-pl
0,4109 SUMMERTIME LN,1,1.0,1.0,1973.0,2000.0,2022/08/29,No,Rented,True,4109-summertime-ln
0,4304 ELENDA ST,A,1.0,1.0,2021.0,2400.0,2022/08/29,No,Vacant,True,4304-elenda-st
0,11505 CULVER PARK DR,1,3.0,2.0,1951.0,5000.0,2022/08/29,No,Rented,True,11505-culver-park-dr
0,5314 5320 KINSTON AVE,5318,2.0,2.0,0.0,1650.0,2022/08/29,No,Rented,True,5314-5320-kinston-ave
0,5314 5320 KINSTON AVE,5316,2.0,1.0,1951.0,1750.0,2022/08/29,No,Rented,True,5314-5320-kinston-ave
0,5314 5320 KINSTON AVE,5314,2.0,1.0,1951.0,1750.0,2022/08/29,No,Rented,True,5314-5320-kinston-ave
0,11368 WASHINGTON PL,B,2.0,1.0,1950.0,1600.0,2022/08/29,No,Rented,True,11368-washington-pl
0,11368 WASHINGTON PL,A,2.0,1.0,1950.0,1900.0,2022/08/29,No,Rented,True,11368-washington-pl
0,11368 WASHINGTON PL,D,2.0,1.0,1950.0,1500.0,2022/08/29,No,Rented,True,11368-washington-pl
0,5127 FAIRBANKS WAY,1,5.0,2.0,1938.0,5100.0,2022/08/29,No,Rented,True,5127-fairbanks-way
0,5314 5320 KINSTON AVE,5320,2.0,1.0,0.0,1750.0,2022/08/29,No,Rented,True,5314-5320-kinston-ave
0,5582 KINSTON AVE,5576,2.0,1.0,1951.0,2000.0,2022/08/29,No,Rented,True,5582-kinston-ave
0,5582 KINSTON AVE,5578,2.0,1.0,1951.0,2090.0,2022/08/29,No,Rented,True,5582-kinston-ave
0,4319 JASMINE AVE,4319,1.0,1.0,1941.0,1957.0,2022/08/29,No,Rented,True,4319-jasmine-ave
0,4345 NEOSHO AVE,1,3.0,2.0,1940.0,5000.0,2022/08/28,No,Rented,True,4345-neosho-ave
0,6225 CANTERBURY DR,104,2.0,2.0,1969.0,2600.0,2022/08/28,No,Rented,True,6225-canterbury-dr
0,8613 HIGUERA ST,8613,2.0,1.0,1952.0,3250.0,2022/08/28,No,Rented,True,8613-higuera-st
0,3625 SCHAEFER ST,3625.5,1.0,1.0,1995.0,2000.0,2022/08/28,No,Rented,True,3625-schaefer-st
0,8613 HIGUERA ST,8615,2.0,1.0,1949.0,3300.0,2022/08/28,No,Rented,True,8613-higuera-st
0,3826 HURON AVE,4,2.0,2.0,1988.0,0.0,2022/08/27,No,Rented,True,3826-huron-ave
0,3826 HURON AVE,2,2.0,2.0,1988.0,2360.0,2022/08/27,No,Rented,True,3826-huron-ave
0,3826 HURON AVE,3,2.0,2.0,1988.0,0.0,2022/08/27,No,Rented,True,3826-huron-ave
0,3901 BENTLEY AVE,3901,4.0,2.0,1955.0,0.0,2022/08/27,No,Rented,True,3901-bentley-ave
0,3858 GIRARD AVE,3858,5.0,4.0,2008.0,0.0,2022/08/27,No,Vacant,True,3858-girard-ave
0,3826 HURON AVE,5,0.0,1.0,0.0,0.0,2022/08/27,No,Vacant,True,3826-huron-ave
0,10956 ALETTA AVE,10954,3.0,3.0,2008.0,3400.0,2022/08/27,No,Rented,True,10956-aletta-ave
0,3956 TILDEN AVE,3956,4.0,2.0,1941.0,0.0,2022/08/27,No,Rented,True,3956-tilden-ave
0,3805 HURON AVE,4,3.0,3.0,1989.0,3400.0,2022/08/27,No,Rented,True,3805-huron-ave
0,11234 HANNUM AVE,11224,4.0,4.0,2011.0,0.0,2022/08/27,No,Rented,True,11234-hannum-ave
0,3901 BENTLEY AVE,3905,3.0,2.0,0.0,0.0,2022/08/27,No,Vacant,True,3901-bentley-ave
0,10950 VENICE BLVD,10954,1.0,1.0,2009.0,1730.0,2022/08/27,No,Rented,True,10950-venice-blvd
0,3805 HURON AVE,3,2.0,2.0,1989.0,0.0,2022/08/27,No,Rented,True,3805-huron-ave
0,3805 HURON AVE,1,2.0,2.0,1989.0,0.0,2022/08/27,No,Rented,True,3805-huron-ave
0,10950 VENICE BLVD,10956,3.0,2.0,2009.0,3225.0,2022/08/27,No,Rented,True,10950-venice-blvd
0,10950 VENICE BLVD,10952,2.0,1.0,2009.0,1700.0,2022/08/27,No,Rented,True,10950-venice-blvd
0,10950 VENICE BLVD,10950,1.0,1.0,2009.0,1730.0,2022/08/27,No,Rented,True,10950-venice-blvd
0,5211 RAINTREE CIR,211,2.0,2.0,1972.0,2625.0,2022/08/27,No,Rented,True,5211-raintree-cir
0,3826 HURON AVE,1,4.0,4.0,1988.0,4015.0,2022/08/27,No,Rented,True,3826-huron-ave
0,3805 HURON AVE,2,2.0,2.0,1989.0,2265.0,2022/08/27,No,Rented,True,3805-huron-ave
0,4025 GRAND VIEW BLVD,34,3.0,2.5,2019.0,866.0,2022/08/26,Yes,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,36,30.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,26,3.0,2.5,2019.0,4995.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4306 MILDRED AVE,4306,1.0,2.0,0.0,4300.0,2022/08/26,No,Rented,True,4306-mildred-ave
0,4025 GRAND VIEW BLVD,35,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,27,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,31,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,28,3.0,2.5,2019.0,4895.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,29,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,30,3.0,2.5,2019.0,2996.67,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,33,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4310 MILDRED AVE,4310,1.0,1.0,0.0,3500.0,2022/08/26,No,Rented,True,4310-mildred-ave
0,4025 GRAND VIEW BLVD,32,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,3591 WESLEY ST,3591,2.0,1.0,1957.0,1895.0,2022/08/26,No,Rented,True,3591-wesley-st
0,4025 GRAND VIEW BLVD,25,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,3932 SAWTELLE BLVD,2,1.0,1.0,1955.0,1630.78,2022/08/26,No,Rented,True,3932-sawtelle-blvd
0,4025 GRAND VIEW BLVD,24,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,10,3.0,2.5,2019.0,866.0,2022/08/26,Yes,Rented,True,4025-grand-view-blvd
0,4838 HOLLOW CORNER RD,417,2.0,1.0,1970.0,1800.0,2022/08/26,No,Rented,True,4838-hollow-corner-rd
0,4025 GRAND VIEW BLVD,16,3.0,2.5,2019.0,4695.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,15,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,14,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,13,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,12,3.0,2.5,2019.0,4995.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,11,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,23,3.0,2.5,2019.0,4895.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,4,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4818 HOLLOW CORNER RD,269,2.0,1.0,1970.0,1850.0,2022/08/26,No,Rented,True,4818-hollow-corner-rd
0,4025 GRAND VIEW BLVD,9,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,8,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,5,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4921 INDIAN WOOD RD,487,2.0,1.0,1970.0,2300.0,2022/08/26,No,Rented,True,4921-indian-wood-rd
0,4025 GRAND VIEW BLVD,7,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,6,3.0,2.5,2019.0,4895.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,18,3.0,2.5,2019.0,4719.75,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,17,3.0,2.5,2019.0,4495.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
0,4025 GRAND VIEW BLVD,3,3.0,2.5,2019.0,4995.0,2022/08/26,No,Rented,True,4025-grand-view-blvd
